1751183393.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1751183393.41, -1.24, 0.33, 0.67, 1.30, -3.46, 0.02, 0.79, -2.10, 0.01
1751183393.44, -1.23, 1.29, 6.08, 1.84, -5.57, 0.19, 1.42, -4.20, 0.12
1751183393.47, -1.34, -4.08, 3.27, 1.89, -6.06, 0.22, 1.71, -5.33, 0.18
1751183393.50, -1.50, -6.42, 3.52, 1.88, -6.13, 0.25, 1.82, -5.82, 0.22
1751183393.52, -0.83, -5.85, 10.53, 2.12, -6.85, 0.46, 2.00, -6.44, 0.36
1751183393.55, 0.68, -6.53, 29.52, 2.75, -8.12, 1.13, 2.46, -7.46, 0.83
1751183393.58, -0.27, -12.85, 25.10, 3.01, -8.54, 1.47, 2.79, -8.11, 1.21
1751183393.60, 0.22, 1.67, 9.63, 2.93, -7.73, 1.26, 2.88, -7.88, 1.24
1751183393.63, -0.19, -6.83, 8.69, 2.94, -7.59, 1.06, 2.92, -7.70, 1.13
1751183393.66, -1.51, -11.38, 13.82, 3.12, -8.05, 1.03, 3.04, -7.91, 1.07
1751183393.69, 0.24, -17.02, 12.95, 2.86, -8.56, 0.96, 2.93, -8.30, 1.00
1751183393.72, -0.70, 8.04, 0.80, 2.78, -8.11, 0.55, 2.84, -8.19, 0.73
1751183393.75, -0.56, -0.18, 0.05, 2.90, -7.97, 0.19, 2.88, -8.05, 0.40
1751183393.78, -0.92, 1.55, 0.00, 2.82, -8.29, -0.05, 2.84, -8.20, 0.13
1751183393.81, -0.79, 1.26, 0.08, 2.77, -8.10, -0.25, 2.80, -8.14, -0.10
1751183393.83, -0.61, 2.43, -0.11, 2.72, -8.09, -0.42, 2.75, -8.11, -0.29
1751183393.86, -0.73, 5.72, -0.97, 2.70, -7.90, -0.57, 2.72, -7.98, -0.46
1751183393.90, -0.72, 5.10, -2.66, 2.59, -7.77, -0.83, 2.64, -7.86, -0.68
1751183393.93, -0.78, 5.21, -3.45, 2.58, -7.59, -0.95, 2.61, -7.69, -0.85
1751183393.96, -0.60, 3.14, -1.85, 2.63, -7.67, -1.03, 2.62, -7.68, -0.96
1751183393.99, -0.54, 4.63, -1.44, 2.63, -7.54, -1.05, 2.63, -7.60, -1.02
1751183394.02, -0.54, 2.24, 0.29, 2.63, -7.41, -1.02, 2.63, -7.48, -1.02
1751183394.05, -0.61, 2.18, 0.14, 2.56, -7.34, -1.01, 2.59, -7.39, -1.01
1751183394.08, -0.69, -0.29, 0.08, 2.46, -7.28, -1.00, 2.51, -7.32, -1.00
1751183394.10, -0.82, -0.66, 0.09, 2.43, -7.27, -0.97, 2.46, -7.29, -0.98
1751183394.13, -0.92, 0.92, 0.19, 2.43, -7.21, -0.95, 2.44, -7.24, -0.96
1751183394.17, -0.95, 0.21, 0.34, 2.43, -7.12, -0.92, 2.43, -7.17, -0.94
1751183394.20, -0.97, -0.20, 0.38, 2.40, -7.12, -0.91, 2.41, -7.14, -0.92
1751183394.22, -1.11, 0.85, 0.27, 2.38, -7.08, -0.89, 2.39, -7.10, -0.90
1751183394.25, -0.94, 0.73, 0.16, 2.38, -7.04, -0.86, 2.38, -7.06, -0.88
1751183394.28, -1.02, -0.34, 0.16, 2.36, -7.05, -0.84, 2.37, -7.06, -0.86
1751183394.31, -0.73, -0.76, 0.46, 2.38, -7.02, -0.81, 2.37, -7.04, -0.83
1751183394.34, -0.83, -0.95, 0.19, 2.38, -7.04, -0.80, 2.38, -7.04, -0.81
1751183394.37, -0.98, -0.05, 0.29, 2.37, -7.03, -0.78, 2.38, -7.04, -0.79
1751183394.40, -0.76, 1.63, 0.47, 2.36, -6.95, -0.76, 2.37, -6.98, -0.77
1751183394.43, -0.84, -0.59, 1.37, 2.31, -6.94, -0.71, 2.33, -6.96, -0.74
1751183394.45, -0.82, -4.57, 0.53, 2.45, -6.64, -0.69, 2.41, -6.77, -0.71
1751183394.48, -3.79, 7.66, 1.92, 2.60, -6.29, -0.63, 2.52, -6.48, -0.66
1751183394.51, -1.19, 2.04, 0.08, 2.57, -6.32, -0.62, 2.55, -6.38, -0.64
1751183394.54, -0.98, -0.68, 0.24, 2.59, -6.38, -0.61, 2.57, -6.38, -0.62
1751183394.57, -1.47, -2.44, 0.63, 2.59, -6.28, -0.59, 2.59, -6.32, -0.61
1751183394.59, -0.73, -3.59, 0.36, 2.57, -6.23, -0.59, 2.58, -6.27, -0.60
1751183394.62, -2.76, 4.70, 0.08, 2.48, -6.07, -0.59, 2.52, -6.15, -0.59
1751183394.65, -4.31, 8.50, 0.15, 2.49, -5.90, -0.58, 2.50, -5.99, -0.59
1751183394.68, 16.92, -36.44, 2.20, 2.61, -6.19, -0.52, 2.57, -6.11, -0.55
1751183394.71, 2.37, -9.05, 0.50, 2.44, -6.11, -0.51, 2.49, -6.11, -0.52
1751183394.74, -1.24, 0.26, -0.18, 2.39, -6.28, -0.52, 2.43, -6.21, -0.52
1751183394.76, -3.20, -6.40, -10.94, 2.06, -6.37, -0.84, 2.21, -6.31, -0.72
1751183394.79, -2.05, -5.11, -5.05, 2.15, -6.50, -0.95, 2.17, -6.43, -0.86
1751183394.82, 5.54, -17.03, -8.95, 2.41, -5.79, -1.16, 2.32, -6.04, -1.04
1751183394.84, -2.50, -26.98, -18.18, 2.31, -6.35, -1.60, 2.31, -6.23, -1.38
